year,gdp_growth_rate,gdp,gdp_per_capita,capital_investment,household_consumption,inflation,exports,imports,foreign_investments,net_equity_inflow,current_account_balance,trade_balance,foreign_exchange_reserves,net_payment_error_balance,country_id,government spending as percent of gdp,gov_spend,gov_debt,tax_revenue,foreign_aid_assistance,economic_growth_forecast,investment_forecast,inflation_forecast,liability_liquid,assets_bank,credit_bank_to_gov,population,population_growth,life_expectancy,globalization_index,economic_gi,political_gi,social_gi,energy,income_natural_resources,electricity_access,renewable_pg,fossil_pg,wind_pg,solar_pg,hydro_pg,nuclear_pg,geo_pg,labour_force,unemplyment_rate,s&p,moodys,fitch,yield
2003,1.54,4519.56,35387.04,1159.76,2481.11,-0.3,518.2,445.64,8.77,87775.13,139.38,72.49,673.55,-16994.32,89,17.84,806.13,,,,1.54,25.66,-0.31,192.76,145.63,52.69,127.72,0.21,81.76,70.07,52.82,85.71,71.68,3953.18,0.01,100.0,137.85,639.57,0.83,0.9,93.66,228.01,3.48,67.06,5.25,BB,Aaa,AA ,1.33
2004,2.19,4893.12,38298.98,1254.51,2678.02,-0.0,625.65,532.28,7.53,98279.64,181.99,94.23,844.67,-28927.82,89,17.72,867.22,,,,2.19,25.64,0.53,192.67,144.59,54.79,127.76,0.03,82.03,70.45,53.46,85.45,72.46,4078.21,0.01,100.0,137.53,627.46,1.3,1.19,93.12,268.32,3.37,66.72,4.73,BB,Aaa,AA ,1.4
2005,1.8,4831.47,37812.89,1258.71,2647.74,-0.3,667.51,599.78,5.46,131315.28,170.12,69.91,846.9,-16289.22,89,17.74,857.29,,,,1.8,26.05,-0.76,191.54,148.74,55.45,127.77,0.01,81.93,70.98,54.81,84.73,73.4,4062.98,0.02,100.0,124.98,639.02,1.75,1.49,75.71,280.5,3.23,66.73,4.45,BB,Aaa,AA ,1.49
2006,1.37,4601.66,35991.55,1200.0,2532.25,0.2,720.5,660.75,-2.4,71437.02,174.67,63.05,895.32,-31991.52,89,17.6,809.67,,,,1.37,26.08,0.37,190.59,149.04,56.91,127.85,0.06,82.32,72.36,55.96,85.3,75.83,4053.88,0.02,100.0,137.31,633.65,2.17,1.79,86.65,291.54,3.08,66.8,4.19,BB,Aaa,AA ,1.65
2007,1.48,4579.75,35779.02,1180.14,2511.32,0.1,791.8,711.12,21.63,45454.66,211.74,83.5,973.3,16104.03,89,17.63,807.61,,,,1.48,25.77,0.51,190.99,146.92,55.88,128.0,0.11,82.51,74.22,57.54,86.01,79.09,4012.65,0.02,100.0,125.32,711.2,2.61,2.02,73.27,267.34,3.04,67.14,3.89,BB,Aaa,AA ,1.53
2008,-1.22,5106.68,39876.3,1321.08,2847.68,1.4,880.16,862.72,24.62,-69691.96,142.12,17.34,1030.76,43893.29,89,18.03,920.48,,,,-1.22,25.87,1.07,195.14,155.97,62.99,128.06,0.05,82.59,73.88,57.88,85.64,78.13,3858.43,0.02,100.0,121.83,667.59,2.94,2.25,75.68,241.25,2.75,67.1,4.0,BB,Aaa,AA ,1.21
2009,-5.69,5289.49,41309.0,1195.59,3047.49,-1.4,656.93,633.18,12.23,12431.83,145.68,23.25,1051.65,26924.28,89,19.33,1022.66,,,,-5.69,22.6,-2.0,198.23,176.18,,128.05,-0.01,82.93,73.85,56.76,86.68,78.11,3678.51,0.02,100.0,122.7,616.34,3.61,2.76,76.13,263.05,2.89,66.91,5.07,BB,Aaa,AA ,1.27
2010,4.1,5759.07,44968.16,1300.99,3275.1,-0.7,859.17,782.08,7.44,40328.24,220.89,78.2,1104.56,30940.31,89,19.2,1105.89,,,,4.1,22.59,-0.26,197.81,177.85,,128.07,0.02,82.84,74.41,57.07,87.42,78.73,3893.27,0.02,100.0,142.59,688.63,4.02,3.54,83.43,280.25,2.63,66.67,5.1,BB,Aaa,AA ,1.13
2011,0.02,6233.15,48760.08,1467.32,3566.61,-0.3,920.91,961.18,-0.85,5644.54,129.6,-39.54,1295.84,27464.41,89,19.89,1239.49,,,,0.02,23.54,-0.3,207.06,182.87,,127.83,-0.19,82.59,74.59,56.98,87.77,79.01,3610.81,0.02,100.0,146.12,804.12,4.68,4.84,84.55,156.18,2.68,66.04,4.55,BB,A1 ,AA ,0.97
2012,1.37,6272.36,49145.28,1505.68,3617.84,-0.0,904.15,1007.1,0.55,34941.06,60.12,-101.2,1268.09,-5948.82,89,19.96,1251.8,,,,1.38,24.01,-0.25,209.8,183.35,,127.63,-0.16,83.1,75.43,58.96,88.22,79.1,3537.36,0.02,100.0,140.57,878.59,4.84,6.61,76.18,17.23,2.61,65.64,4.36,BB,A1 ,AA ,0.78
2013,2.01,5212.33,40898.65,1272.73,3030.37,0.3,822.72,948.36,10.65,169753.0,46.38,-125.13,1266.85,-42951.88,89,19.85,1034.87,209.7,,,2.01,24.42,1.4,214.27,179.9,,127.45,-0.14,83.33,76.24,60.97,87.86,79.89,3567.63,0.02,100.0,152.12,880.52,5.19,12.88,79.04,13.95,2.6,65.97,4.0,BB,A1 ,A+ ,0.69
2014,0.3,4896.99,38475.39,1226.03,2822.22,2.8,852.99,980.02,19.75,32969.27,36.35,-128.61,1260.68,24340.13,89,19.93,975.78,218.23,,,0.3,25.04,2.55,215.88,173.28,71.41,127.28,-0.13,83.59,76.6,61.34,88.14,80.31,3470.76,0.03,100.0,166.55,851.16,5.22,22.95,83.16,0.0,2.62,66.18,3.6,BB,A1 ,A+,0.33
2015,1.56,4444.93,34960.64,1118.58,2478.97,0.8,775.05,799.67,5.25,11272.39,136.47,-23.28,1233.1,46729.91,89,19.62,872.0,214.66,,,1.56,25.17,0.2,213.74,160.01,60.01,127.14,-0.11,83.79,78.42,65.36,89.39,80.5,3428.56,0.03,100.0,183.41,809.47,5.58,34.8,86.75,4.35,2.6,66.36,3.4,BB,A1 ,A+,0.27
2016,0.75,5003.68,39400.74,1242.69,2737.09,-0.1,803.49,763.17,40.95,-44844.85,197.05,40.44,1216.52,74234.56,89,19.66,983.59,219.84,,,0.75,24.84,0.27,218.6,157.12,55.52,126.99,-0.12,83.98,78.51,65.43,89.22,80.87,,0.03,100.0,188.03,798.07,6.17,45.76,79.14,9.27,2.5,66.85,3.1,BB,A1 ,A+,0.04
2017,1.68,4930.84,38891.09,1243.3,2692.91,0.5,867.41,829.95,18.8,16471.99,203.17,37.64,1264.14,-32871.98,89,19.41,957.16,220.1,,,1.68,25.22,0.55,220.59,155.78,51.54,126.79,-0.16,84.1,78.81,66.65,88.73,81.06,,0.04,100.0,208.35,772.73,6.49,55.07,83.42,11.61,2.46,67.29,2.8,BB,A1,BB-,0.05
2018,0.56,5036.89,39808.17,1287.24,2762.4,1.0,923.23,922.23,25.29,-41678.88,177.27,1.41,1270.47,8046.56,89,19.58,986.25,220.86,,,0.58,25.6,0.86,222.95,151.96,47.38,126.53,-0.2,84.21,78.4,67.72,87.51,79.96,,0.04,100.0,216.34,722.41,7.48,62.67,80.63,49.2,2.52,68.36,2.4,BB,A1,BB-,-0.01
2019,0.27,5148.78,40777.61,1326.07,2803.59,0.5,894.08,895.68,39.93,30895.27,176.23,-8.62,1322.44,55113.88,89,19.82,1020.72,225.03,,,-0.24,25.82,0.51,226.86,153.63,46.0,126.26,-0.21,84.36,78.45,67.63,87.2,80.54,,0.09,100.0,225.54,698.91,7.67,68.95,79.82,65.68,2.83,68.84,2.4,BB,A1,BB-,-0.03
2020,-4.59,5057.76,40193.25,1290.05,2700.73,-0.0,785.37,786.22,,-80066.24,163.91,-6.2,1390.81,-18557.44,89,21.09,1066.45,247.22,,,-4.5,25.42,-0.92,252.5,171.21,,125.84,-0.34,,,,,,,,100.0,257.21,655.13,8.65,78.64,85.5,40.81,2.85,68.68,2.8,BB,A1,BB-,0.02
1990,,26.93,1647.46,,,,,,,,,,,,91,,,,,,,,,,,,16.35,0.6,68.34,,,,,4492.85,15.68,,,,,,,,,7.96,,B+,B2,BB-,
1991,-11.0,24.92,1514.92,,,,,,,,,,,,91,,,,,111.5,,,,,,,16.45,0.63,67.6,26.57,25.64,16.33,37.72,4555.56,9.53,,,,,,,,,8.06,0.9,B+,B2,BB-,
1992,-5.3,24.92,1515.74,7.85,,,18.44,18.77,0.1,,,,,,91,18.2,4.54,,,12.07,,40.92,,,,,16.44,-0.08,67.4,27.2,25.65,18.7,37.26,4796.14,8.09,,6.8,71.29,0.0,0.0,6.8,0.48,0.0,8.09,1.0,B+,B2,BB-,
1993,-9.2,23.41,1429.08,4.69,16.59,,8.87,10.94,1.27,,,,0.71,,91,13.9,3.25,,,15.35,-9.2,26.85,2165.0,27.44,49.61,1.72,16.38,-0.36,65.4,31.44,31.54,19.05,43.73,4006.14,7.22,,7.55,65.63,0.0,0.0,7.55,0.38,0.0,8.14,1.11,B+,B2,BB-,
1994,-12.6,21.25,1316.18,6.1,16.5,1877.4,7.88,10.01,0.66,,,,1.22,,91,10.68,2.27,,,52.43,-12.58,28.7,854.59,13.09,26.49,0.1,16.15,-1.44,64.9,34.32,33.05,28.9,41.01,3600.83,6.27,,9.09,53.79,0.0,0.0,9.09,0.37,0.0,8.14,7.54,B+,B2,BB-,
1995,-8.2,20.37,1288.19,4.75,14.49,176.2,7.94,8.87,0.96,,-0.21,-0.13,1.66,-792.5,91,13.58,2.77,,,58.86,-8.2,23.32,60.39,11.38,7.6,0.5,15.82,-2.06,63.5,38.8,37.09,36.14,43.18,3303.14,7.35,99.9,8.25,54.83,0.0,0.0,8.25,0.1,0.0,8.06,10.98,B+,B2,BB-,
1996,0.5,21.04,1350.31,3.4,14.16,39.2,7.42,7.57,1.14,,-0.75,-0.59,1.96,-1230.7,91,12.91,2.72,,,118.49,0.5,16.15,28.7,9.85,5.73,0.61,15.58,-1.52,63.6,40.55,39.75,38.65,43.23,2911.28,9.73,99.19,7.26,48.61,0.0,0.0,7.26,0.09,0.0,7.98,12.96,B+,B2,BB-,
1997,1.7,22.17,1445.5,3.46,15.63,17.4,7.74,8.3,1.32,,-0.8,-0.56,2.22,-1622.8,91,12.38,2.74,,6.79,124.24,1.7,15.6,11.2,10.35,6.65,1.51,15.33,-1.58,64.0,42.71,44.08,40.22,43.82,2575.55,8.01,99.27,6.43,42.77,0.0,0.0,6.43,0.29,0.0,7.87,13.01,B+,B2,BB-,
1998,-1.9,22.14,1468.67,3.5,16.22,7.1,6.72,7.72,1.15,,-1.22,-1.05,1.97,-1447.0,91,10.78,2.39,,7.29,210.51,-1.9,15.8,1.9,8.57,7.16,1.22,15.07,-1.73,64.5,43.04,44.56,40.31,44.25,2610.02,2.96,99.34,6.08,40.42,0.0,0.0,6.08,0.1,0.0,7.78,13.13,B+,B2,BB-,
1999,2.7,16.87,1130.12,3.0,12.22,8.3,7.16,6.77,1.59,,-0.17,0.17,2.0,-875.3,91,11.54,1.95,,7.75,168.31,2.7,17.78,17.8,13.58,9.34,1.72,14.93,-0.96,65.63,45.61,51.39,41.66,43.76,2406.26,10.88,97.0,6.07,38.88,0.0,0.0,6.07,0.0,0.0,7.73,13.46,B+,B2,BBB,
2000,9.8,18.29,1229.0,3.32,11.32,13.2,10.35,8.98,1.37,19.3,0.37,1.26,2.1,-1061.89,91,12.08,2.21,,10.22,184.84,9.8,18.14,9.8,15.27,13.4,2.29,14.88,-0.3,65.45,48.24,57.16,43.99,43.56,2397.2,25.8,99.51,7.46,41.17,0.0,0.0,7.46,0.0,0.0,7.7,12.75,B+,B2,BBB,
2001,13.5,22.15,1490.93,5.95,12.83,8.4,10.17,10.4,2.82,55.35,-1.39,-0.53,2.51,-852.38,91,13.41,2.97,,9.64,149.6,13.5,26.88,6.4,17.12,18.81,2.94,14.86,-0.17,65.76,50.1,57.75,45.76,46.79,2324.55,20.12,99.65,8.0,45.85,0.0,0.0,8.0,0.0,0.0,7.69,10.43,B+,B2,BBB,
2002,9.8,24.64,1658.03,6.72,13.45,5.8,11.58,11.59,2.59,39.28,-1.02,-0.15,3.14,184.2,91,11.61,2.86,17.59,12.13,189.29,9.8,27.29,6.6,19.17,21.74,3.23,14.86,0.0,65.95,51.6,58.69,47.3,48.8,2674.26,22.4,99.81,8.8,46.48,0.0,0.0,8.8,0.0,0.0,7.71,9.33,B+,B2,BBB,
2003,9.3,30.83,2068.12,7.93,16.8,6.4,14.93,13.27,2.48,63.81,-0.27,1.5,4.96,-977.4,91,11.26,3.47,14.96,13.08,289.56,9.3,25.7,6.8,21.07,24.94,3.02,14.91,0.34,65.74,52.43,59.15,48.11,50.02,2891.09,22.35,99.92,8.54,51.93,0.0,0.0,8.54,0.0,0.0,7.76,8.78,B+,B2,BBB,
2004,9.6,43.15,2874.29,11.35,23.1,6.9,22.65,18.95,5.62,-12.75,0.34,3.54,9.28,-1041.71,91,11.61,5.01,11.39,13.91,272.41,9.6,26.31,6.7,27.85,28.99,2.51,15.01,0.69,66.06,53.05,59.9,48.18,51.08,3383.07,27.67,99.96,7.98,55.35,0.0,0.0,7.98,0.0,0.0,7.81,8.4,B+,B2,BBB,
2005,9.7,57.12,3771.28,17.69,28.48,7.6,30.39,25.46,2.55,149.74,-1.04,4.93,7.07,1381.54,91,11.25,6.43,8.1,,225.2,9.7,30.97,7.6,27.21,37.82,2.14,15.15,0.89,65.86,54.14,61.02,48.76,52.63,3358.97,29.8,100.0,7.78,56.39,0.0,0.0,7.78,0.0,0.0,7.95,8.13,BBB,B2,BBB,
2006,10.7,81.0,5291.58,27.46,37.04,8.7,41.29,32.79,7.61,2788.89,-2.0,8.56,19.13,1240.29,91,10.18,8.25,6.67,,178.73,10.7,33.9,8.4,36.01,49.42,1.65,15.31,1.06,66.15,55.41,60.6,50.46,55.17,4012.78,29.18,99.77,7.69,60.06,0.0,0.0,7.69,0.0,0.0,8.08,7.79,BBB,B2,BBB ,
2007,8.9,104.85,6771.42,37.25,47.29,10.8,51.7,44.93,11.97,828.33,-8.37,6.78,17.64,3314.19,91,11.05,11.59,4.09,,261.25,8.9,35.53,18.8,36.03,60.4,1.46,15.48,1.14,66.34,59.49,58.17,63.28,57.03,4267.99,26.57,100.0,8.09,64.32,0.0,0.0,8.09,0.0,0.0,8.23,7.26,BBB,B2,BBB,
2008,3.3,133.44,8458.02,36.71,59.26,17.1,76.26,49.57,16.82,-1280.41,6.25,26.69,19.88,-2423.69,91,10.19,13.6,6.77,,337.68,3.3,27.51,9.5,39.04,51.36,1.72,15.78,1.87,67.11,59.47,55.14,64.36,58.9,4428.09,32.01,100.0,7.39,68.49,0.0,0.0,7.39,0.0,0.0,8.44,6.63,BBB,B2,BBB,
2009,1.2,115.31,7165.22,33.92,54.8,7.3,48.24,39.12,14.28,37.78,-4.12,9.03,23.18,2638.68,91,11.66,13.45,10.23,,294.88,1.2,29.42,6.2,44.02,52.83,2.57,16.09,1.98,68.39,60.56,54.83,64.76,62.08,3944.29,20.88,100.0,6.81,67.52,0.0,0.0,6.81,0.0,0.0,8.57,6.55,BBB,B2,BBB- ,
2010,7.3,148.05,9070.49,37.56,67.18,7.4,65.5,44.26,7.46,133.95,1.39,21.25,28.26,6054.43,91,10.81,16.01,10.68,15.71,211.99,7.3,25.37,7.8,38.88,45.13,5.84,16.32,1.41,68.45,60.85,52.66,65.95,63.95,4234.85,24.21,100.0,7.94,70.15,0.0,0.0,7.94,0.0,0.0,8.72,5.77,BBB,B2,BBB- ,
2011,7.4,192.63,11634.0,44.3,81.27,8.4,89.5,51.34,13.76,7.9,10.2,38.21,29.22,-398.89,91,10.48,20.18,10.16,18.26,201.03,7.5,23.0,7.4,34.53,40.18,5.04,16.56,1.43,68.69,60.46,49.41,65.88,66.1,4670.82,27.19,99.8,7.81,73.98,0.0,0.0,7.8,0.0,0.0,8.81,5.39,BBB,B2,BBB- ,
2012,4.8,208.0,12386.7,52.48,93.47,5.1,91.75,61.6,13.65,-418.2,2.25,30.92,28.3,-1081.46,91,11.52,23.96,12.13,13.31,131.86,5.0,25.23,6.0,33.93,40.97,5.1,16.79,1.41,69.52,61.88,51.48,67.64,66.52,4398.94,23.39,100.0,7.56,80.07,0.0,0.0,7.56,0.0,0.0,8.89,5.29,BBB,B2,BBB- ,
2013,6.0,236.63,13890.63,58.14,118.07,5.8,91.38,63.4,10.01,65.42,1.95,27.85,24.69,-4054.68,91,10.17,24.07,12.6,16.03,90.76,5.9,24.57,4.8,32.22,39.34,4.48,17.04,1.44,70.62,58.18,48.03,58.98,67.54,4786.59,19.2,100.0,7.66,89.63,0.01,0.0,7.65,0.0,0.0,8.97,5.2,BBB,B2,BBB- ,
2014,4.2,221.42,12807.26,57.1,107.35,6.7,87.11,56.75,7.31,-135.23,6.11,29.78,29.25,-8592.95,91,10.69,23.67,14.5,14.19,92.8,4.3,25.79,7.4,32.27,37.84,4.33,17.29,1.47,71.44,61.89,49.57,68.19,67.92,4434.64,17.61,100.0,8.29,81.72,0.01,0.1,8.18,0.0,0.0,9.06,5.06,BBB,B2,BBB- ,
2015,1.2,184.39,10510.77,51.46,99.05,6.7,52.58,45.24,6.58,5.75,-6.01,6.91,27.85,-4543.48,91,11.63,21.45,21.88,9.84,81.7,1.0,27.91,13.6,34.33,36.87,2.86,17.54,1.46,71.97,62.07,48.31,70.33,67.57,,9.55,100.0,9.43,77.27,0.13,0.12,9.18,0.0,0.0,9.12,4.93,BBB,B2,BBB- ,
2016,1.1,137.28,7714.84,38.2,74.88,14.5,43.71,39.08,17.22,-27.06,-8.13,5.49,29.6,-103.43,91,11.63,15.97,19.68,9.92,62.78,0.9,27.83,8.5,34.52,32.37,2.74,17.79,1.42,72.41,64.34,52.71,71.08,69.23,,11.5,100.0,11.92,77.7,0.28,0.14,11.51,0.0,0.0,9.07,4.96,BBB,B2,BBB- ,
2017,4.1,166.81,9247.58,43.96,87.72,7.4,54.04,40.75,4.71,21.93,-5.1,13.15,30.75,-2088.93,91,10.54,17.57,19.87,10.3,59.49,3.9,26.35,7.1,29.16,30.28,4.45,18.04,1.36,72.95,64.68,52.59,71.61,69.83,,15.67,100.0,11.6,86.0,0.34,0.16,11.1,0.0,0.0,9.0,4.9,BBB,B2,BBB- ,
2018,4.1,179.34,9812.63,45.3,93.43,6.0,67.48,46.45,0.08,-1520.01,-0.14,20.92,30.98,1321.39,91,8.32,14.92,20.26,11.72,79.93,4.1,25.26,5.3,26.82,27.18,4.57,18.28,1.31,73.15,64.14,52.96,70.76,68.69,,21.78,100.0,11.14,90.58,0.46,0.38,10.29,0.0,0.0,9.03,4.85,BBB,B2,BBB- ,
2019,4.5,181.67,9812.6,50.19,94.97,5.2,66.2,51.63,3.32,480.63,-7.3,14.41,28.96,1668.79,91,9.13,16.59,19.94,11.79,54.41,4.5,27.63,5.4,24.2,25.38,4.21,18.51,1.29,73.18,64.64,56.25,71.15,66.51,,17.62,100.0,10.63,90.92,0.71,0.83,9.84,0.0,0.0,9.06,4.8,BBB,B2,BBB- ,
2020,-2.5,171.08,9122.23,48.79,90.58,6.7,51.71,44.47,,346.29,-6.49,7.19,35.64,-10581.87,91,12.74,21.8,26.36,,,-2.6,28.77,7.5,28.08,27.81,,18.75,1.29,,,,,,,,100.0,,,0.71,0.9,,,0.0,8.78,4.89,BBB,B2,BBB- ,
1987,3.3,,,,,,,,,,,,,,95,22.8,,,,,,,,,,,4.14,1.9,65.61,,,,,,,,,,,,,,,,,B,B2,AA ,
1988,13.2,,,,,,,,,,,,,,95,21.99,,,,,,,,,,,4.22,1.76,65.86,,,,,,,,,,,,,,,,,B,B2,AA ,
1989,2.79,,,,,,,,,,,,,,95,19.73,,,,,,,,,,,4.31,2.09,67.91,,,,,,,,,,,,,,,,,B,B2,AA ,
1990,5.7,2.68,609.17,0.64,1.91,,0.78,1.32,,,,,,,95,25.0,0.67,,,,,,,,,,4.39,1.92,68.3,,,,,1704.81,1.06,,,,,,,,,1.59,,B,B2,AA ,
1991,-7.94,2.57,575.64,0.39,1.65,,0.91,0.94,,,,,,,95,21.84,0.56,,,,,,,,,,4.46,1.64,68.55,30.5,29.2,16.87,45.44,1520.61,0.71,,,,,,,,,1.64,1.0,B,B2,AA ,
1992,-13.84,2.32,513.04,0.46,1.64,,0.82,1.1,,,,,,,95,21.37,0.5,,,21.08,,18.21,,,,,4.52,1.15,68.1,33.2,29.31,23.32,46.96,1102.75,0.98,,9.2,2.53,0.0,0.0,9.2,0.0,0.0,1.71,1.1,B,B2,AA ,
1993,-15.46,2.03,449.07,0.24,1.54,,0.68,0.84,0.01,,-0.09,-0.15,0.05,-123.61,95,20.28,0.41,,,95.01,-13.01,11.47,929.87,,,,4.52,0.03,67.19,35.3,34.9,24.64,46.38,856.89,0.88,,8.99,2.06,0.0,0.0,8.99,0.0,0.0,1.77,3.4,B,B2,AA ,
1994,-20.09,1.68,372.31,0.15,1.32,,0.57,0.67,0.04,,-0.08,-0.12,0.03,-14.41,95,18.9,0.32,,,171.14,-19.81,8.66,62.12,,,,4.52,-0.04,66.04,38.1,38.81,27.51,47.99,618.87,1.8,,11.61,1.14,0.0,0.0,11.61,0.0,0.0,1.86,4.7,B,B2,AA ,
1995,-5.42,1.66,364.23,0.3,1.25,,0.49,0.7,0.1,,-0.23,-0.28,0.13,-109.6,95,19.54,0.32,,,244.67,-5.42,18.04,30.96,17.2,13.06,0.52,4.56,1.0,65.79,40.79,47.5,30.0,44.86,522.8,0.61,,11.01,1.16,0.0,0.0,11.01,0.0,0.0,1.9,5.6,B,B2,AA ,
1996,7.08,1.83,394.86,0.46,1.5,31.9,0.56,1.03,0.05,,-0.42,-0.47,0.14,32.9,95,18.52,0.34,,,204.23,7.09,24.97,34.81,13.63,9.06,0.4,4.63,1.48,66.54,42.43,51.16,31.43,44.69,595.71,0.72,,12.13,1.41,0.0,0.0,12.13,0.0,0.0,1.93,7.3,B,B2,AA ,
1997,9.92,1.77,376.43,0.38,1.22,23.4,0.68,0.82,0.08,,-0.14,-0.14,0.19,-72.5,95,17.3,0.31,,,187.68,9.92,21.45,12.98,13.73,4.47,1.05,4.7,1.46,66.89,43.43,54.25,33.05,42.99,552.18,2.0,99.8,10.83,1.6,0.0,0.0,10.83,0.0,0.0,1.94,7.5,B,B2,AA ,
1998,2.12,1.65,345.14,0.25,1.45,10.5,0.6,0.96,0.11,0.0,-0.36,-0.33,0.19,103.71,95,17.85,0.29,,,196.21,2.12,15.16,16.85,14.49,6.38,1.11,4.77,1.53,67.05,47.28,58.08,43.05,40.73,578.91,1.39,99.55,9.84,1.57,0.0,0.0,9.84,0.0,0.0,1.98,8.9,B,B2,AA ,
1999,3.66,1.25,258.05,0.23,0.97,37.0,0.53,0.71,0.04,0.0,-0.18,-0.18,0.25,-25.76,95,19.12,0.24,,,203.57,3.66,17.76,39.84,13.58,5.33,0.31,4.84,1.49,68.66,50.32,63.26,45.49,42.2,498.41,3.35,99.57,12.02,0.95,0.0,0.0,12.02,0.0,0.0,2.03,8.4,B,B2,AA ,
2000,5.44,1.37,279.62,0.27,0.9,18.7,0.57,0.65,-0.0,0.0,-0.08,-0.08,0.26,-9.63,95,20.04,0.27,123.3,,193.35,5.44,19.77,10.48,11.32,4.41,0.31,4.9,1.19,68.56,51.2,62.15,47.89,43.56,473.38,4.1,99.61,13.55,2.16,0.0,0.0,13.55,0.0,0.0,2.06,7.54,B,B2,AA ,
2001,5.32,1.53,308.41,0.27,0.99,6.9,0.56,0.56,0.01,0.0,-0.02,-0.01,0.29,-11.56,95,17.48,0.27,108.21,,129.42,5.32,17.78,3.69,11.14,4.42,0.66,4.95,0.95,68.71,49.99,57.52,48.5,43.96,435.88,3.51,99.58,12.31,2.36,0.0,0.0,12.31,0.0,0.0,2.09,7.84,B,B2,AA ,
2002,-0.02,1.61,321.73,0.28,1.08,2.1,0.64,0.7,0.0,-9.5,-0.03,-0.08,0.32,-60.07,95,18.62,0.3,107.94,,158.52,-0.02,17.39,2.29,14.63,4.9,0.79,4.99,0.92,68.16,50.39,58.62,49.38,43.18,485.29,3.3,100.0,10.68,2.16,0.0,0.0,10.68,0.0,0.0,2.14,12.55,B,B2,AA ,
2003,7.03,1.92,380.51,0.23,1.5,3.0,0.74,0.87,0.05,4.96,-0.04,-0.13,0.4,38.02,95,16.83,0.32,108.23,,174.3,7.03,11.63,5.57,17.53,5.61,0.89,5.04,1.05,68.26,50.69,56.24,53.16,42.66,511.25,3.4,99.5,13.38,1.94,0.0,0.0,13.38,0.0,0.0,2.17,9.92,B,B2,AA ,
2004,7.03,2.21,433.23,0.32,1.68,4.1,0.94,1.13,0.18,0.04,0.03,-0.18,0.56,-68.84,95,18.17,0.4,92.67,,206.71,7.03,14.29,2.76,20.58,8.02,0.99,5.1,1.21,68.15,52.93,58.91,53.79,46.1,497.87,3.41,99.46,13.95,2.08,0.0,0.0,13.95,0.0,0.0,2.22,8.53,B,B2,AA ,
2005,-0.18,2.46,476.55,0.4,2.08,4.3,0.94,1.4,0.04,-0.04,-0.04,-0.45,0.61,2.12,95,17.51,0.43,85.66,,237.87,-0.18,16.21,4.92,21.16,9.17,1.24,5.16,1.13,67.96,54.27,57.69,56.08,49.05,498.54,3.08,99.44,12.66,1.98,0.0,0.0,12.66,0.0,0.0,2.31,8.11,B,B2,AA ,
2006,3.1,2.83,543.11,0.69,2.7,5.6,1.18,2.24,0.18,0.02,-0.29,-0.97,0.82,110.41,95,17.99,0.51,73.36,,270.56,3.1,23.8,5.1,28.42,11.44,1.01,5.22,1.08,67.7,56.9,59.29,57.57,53.83,485.42,1.84,98.89,12.35,1.93,0.0,0.0,12.35,0.0,0.0,2.38,8.27,B,B2,AA ,
2007,8.54,3.8,721.77,1.01,3.33,10.2,2.01,3.2,0.21,1.48,-0.23,-1.2,1.18,-476.22,95,17.1,0.65,57.74,,254.52,8.54,26.25,20.09,30.36,16.16,1.14,5.27,0.95,67.9,58.35,59.7,58.91,56.43,560.62,1.08,99.54,12.61,1.97,0.0,0.0,12.61,0.0,0.0,2.4,8.1,B,B2,AA ,
2008,8.4,5.14,966.39,1.49,4.76,24.5,2.75,4.76,0.38,6.24,-0.71,-1.98,1.23,334.3,95,17.52,0.9,49.01,,316.28,7.57,28.55,20.03,25.62,14.85,1.28,5.32,0.95,68.45,60.28,62.64,59.44,58.74,593.95,4.29,99.51,10.02,1.57,0.0,0.0,10.02,0.0,0.0,2.4,8.22,B,B2,AA ,
2009,2.89,4.69,871.22,1.28,3.67,6.8,2.57,3.69,0.19,0.72,-0.2,-1.23,1.58,-27.05,95,18.43,0.86,58.49,,279.42,2.89,26.88,-0.04,29.0,14.31,1.68,5.38,1.21,69.1,60.07,62.49,59.6,58.13,535.82,4.45,99.5,10.12,0.81,0.0,0.0,10.12,0.0,0.0,2.41,8.41,B,B2,AA ,
2010,-0.47,4.79,880.04,1.31,4.06,8.0,2.47,3.92,0.47,-18.16,-0.47,-1.53,1.72,91.48,95,18.13,0.87,59.7,,372.04,-0.47,27.05,19.23,31.41,14.44,1.73,5.45,1.19,69.3,61.18,65.21,59.42,58.93,505.4,9.86,99.0,11.0,0.93,0.0,0.0,11.0,0.0,0.0,2.45,8.64,B,B2,AA ,
2011,5.96,6.2,1123.88,1.58,5.17,16.6,3.38,5.06,0.69,5.47,-0.48,-1.66,1.83,-433.77,95,18.23,1.13,50.06,,437.86,5.96,25.17,5.71,27.81,13.0,1.57,5.51,1.22,69.6,61.33,63.9,59.34,60.74,600.29,10.25,98.32,14.0,0.96,0.0,0.0,14.0,0.0,0.0,2.49,8.53,B,B2,AA ,
2012,-0.09,6.61,1177.97,2.31,6.33,2.8,2.93,6.29,0.26,0.01,-1.03,-2.92,2.07,330.02,95,20.11,1.33,50.48,,470.49,-0.09,34.62,7.5,31.72,15.17,1.88,5.61,1.67,70.0,60.46,59.09,61.04,61.27,737.23,3.63,99.8,14.04,0.93,0.0,0.0,14.04,0.0,0.0,2.5,8.43,B,B2,AA ,
